"owner_id","frequency","avg_mensal_income","avg_mensal_expenses","avg_transaction_count","owner_ager","account_age","min_balance","max_balance","gender","birth_year","name","region","no..of.inhabitants","ratio.of.urban.inhabitants","average.salary","unemploymant.rate..95","unemploymant.rate..96","no..of.enterpreneurs.per.1000.inhabitants","no..of.commited.crimes..95","no..of.commited.crimes..96","diffUnemploymant","avgUnemploymant","diffCrimes","avgCrimes","ratioCrimes","loan_id","amount","duration","payments","status","type"
5517,2,20874.1333333333,19686.9818181818,5.91666666666667,36,7,300,57676.7,2,1964,"Plzen - jih","west Bohemia",67298,43.8,8561,0.65,1.29,110,1029,1127,0.64,0.97,98,1078,0.0160183066361556,5918,300204,36,8339,1,1
5521,2,21950.5,25789.1777777778,4.25,27,6,500,122906.7,1,1973,"Nymburk","central Bohemia",81344,55.3,8899,3.39,3.97,149,2987,2487,0.58,3.68,-500,2737,0.0336472265932337,5922,20220,12,1685,1,1
5526,2,12129.78,5300,2.4,53,4,200,44749,2,1947,"Plzen - jih","west Bohemia",67298,43.8,8561,0.65,1.29,110,1029,1127,0.64,0.97,98,1078,0.0160183066361556,5923,64656,48,1347,1,1
5606,2,8220.27272727273,10455.8571428571,4.90909090909091,20,5,200,35650.8,2,1980,"Kladno","central Bohemia",149893,67.4,9753,4.64,5.05,109,5244,5892,0.41,4.845,648,5568,0.0371464978351224,5938,402000,60,6700,1,1
5701,2,33397.3,33691.12,3.28571428571429,41,5,600,107783.7,1,1959,"Benesov","central Bohemia",88884,46.7,8507,1.67,1.85,132,2159,2674,0.18,1.76,515,2416.5,0.027187120291616,5959,107640,24,4485,1,1
5760,2,24232.752631579,23514.9888888889,5.42105263157895,52,6,300,79557.6,2,1948,"Zdar nad Sazavou","south Moravia",125832,48.3,8512,3.51,4.12,102,2247,2103,0.61,3.815,-144,2175,0.0172849513637231,5970,465072,48,9689,1,1
5826,2,12901.6066666667,12980.1538461538,5.2,32,6,1000,46848.9,2,1968,"Cesky Krumlov","south Bohemia",58796,51.9,9045,3.13,3.6,124,1845,1879,0.47,3.365,34,1862,0.0316688210082319,5980,21396,12,1783,1,1
5858,2,24472.8857142857,20650,2.57142857142857,48,4,200,123310.1,2,1952,"Usti nad Orlici","east Bohemia",139012,61.9,8363,2.52,3.49,108,2564,2799,0.97,3.005,235,2681.5,0.0192897016084942,5988,141648,24,5902,1,1
5860,2,11245.8454545455,10708.6222222222,5.36363636363636,36,5,400,42443.7,2,1964,"Pardubice","east Bohemia",162580,72.8,9538,1.51,1.81,111,6079,5410,0.3,1.66,-669,5744.5,0.0353333743387871,5989,213300,36,5925,1,1
5911,2,23678.7,16300,2.6,65,7,800,76985.2,2,1935,"Ceske Budejovice","south Bohemia",177686,74.8,10045,1.42,1.71,135,6604,6295,0.29,1.565,-309,6449.5,0.0362971759170672,5997,117024,24,4876,1,1
5928,2,17452.1869565217,17820.4952380952,7.69565217391304,30,6,500,63095.4,1,1970,"Havlickuv Brod","east Bohemia",95907,59.1,8388,2.41,2.94,87,1658,1668,0.53,2.675,10,1663,0.0173397145151032,5999,98832,48,2059,1,1
5965,2,38715.8411764706,36460.7647058823,7.72222222222222,49,7,700,134571.2,2,1951,"Pribram","central Bohemia",107870,58,8754,3.83,4.31,137,3804,3868,0.48,4.07,64,3836,0.0355613238157041,6004,143904,24,5996,1,1
5977,2,13372.24375,17399.64,2.82352941176471,21,5,900,127807.6,2,1979,"Hradec Kralove","east Bohemia",161854,76.3,9425,1.72,2.5,125,4085,3891,0.78,2.11,-194,3988,0.0246394899106602,6006,359760,60,5996,1,1
6015,2,22760.7090909091,23810.3333333333,4.72727272727273,27,4,200,81614.7,2,1973,"Brno - mesto","south Moravia",387570,100,9897,1.6,1.96,140,18721,18696,0.36,1.78,-25,18708.5,0.0482712800268339,6011,179328,48,3736,1,1
6033,3,13770.3,10625,2.28571428571429,34,4,600,61790.4,2,1966,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,6012,258444,36,7179,1,1
6034,3,17494.9722222222,19076.81875,4.55555555555556,61,6,-36.1,78192.9,2,1939,"Strakonice","south Bohemia",70646,58.4,8547,2.65,3.64,120,1563,1542,0.99,3.145,-21,1552.5,0.0219757664977493,6013,128988,36,3583,-1,1
6042,2,63337.7083333333,65319.42,6.83333333333333,37,5,700,135658.1,2,1963,"Blansko","south Moravia",107911,50.9,8240,2.53,3.56,99,1850,1903,1.03,3.045,53,1876.5,0.0173893300960977,6015,110112,24,4588,1,1
6077,2,8969.05,8867.57777777778,6.41666666666667,20,5,300,39514.1,1,1980,"Brno - mesto","south Moravia",387570,100,9897,1.6,1.96,140,18721,18696,0.36,1.78,-25,18708.5,0.0482712800268339,6019,11400,12,950,1,1
6115,3,17985.0714285714,22066.6666666667,1.71428571428571,47,5,400,89256.9,1,1953,"Rakovnik","central Bohemia",53921,41.3,8598,2.77,3.26,123,1597,1875,0.49,3.015,278,1736,0.0321952486044398,6027,61656,24,2569,-1,1
6178,2,27758.3785714286,35493.0666666667,4.07142857142857,60,7,200,119934.1,1,1940,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,6038,323472,48,6739,1,1
6185,2,10808.2888888889,10856.1428571429,4.8,52,5,400,44427.9,1,1948,"Jihlava","south Moravia",109164,63.6,8757,3.38,3.95,96,2212,2471,0.57,3.665,259,2341.5,0.0214493789161262,6043,20352,48,424,1,1
6299,2,44508.9,44264.725,5.55555555555556,64,5,1000,130775,2,1936,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,6063,320976,48,6687,-1,1
6301,2,17399.7076923077,15941.1166666667,7.84615384615385,51,7,200,52184.7,1,1949,"Brno - venkov","south Moravia",157042,33.9,8743,1.88,2.43,111,3659,3894,0.55,2.155,235,3776.5,0.0240477069828454,6064,14628,12,1219,1,1
6317,1,49970.5642857143,46550.4615384615,5.35714285714286,43,7,1000,134416.6,1,1957,"Vsetin","north Moravia",148545,53.5,8909,4.01,5.56,113,3460,3590,1.55,4.785,130,3525,0.0237301827728971,6066,173808,24,7242,1,1
6349,1,35772.5,41080,3.625,28,7,800,120567.3,2,1972,"Olomouc","north Moravia",226122,62.6,8994,3.8,4.79,110,9672,9208,0.99,4.295,-464,9440,0.041747375310673,6072,193968,36,5388,1,1
6359,2,9212.28235294118,9925.43076923077,5.41176470588235,24,5,500,40755,2,1976,"Zlin","south Moravia",197099,74.7,9624,1.6,2.31,145,4484,4265,0.71,1.955,-219,4374.5,0.0221944302101989,6073,276300,60,4605,1,1
6367,2,47116.5818181818,41453.66,4.81818181818182,30,7,800,125825.7,2,1970,"Chrudim","east Bohemia",105606,53,8254,2.79,3.76,97,2166,2325,0.97,3.275,159,2245.5,0.0212629964206579,6077,79608,24,3317,1,1
6417,2,32569.3636363636,32434.4,6,50,7,800,135175.2,2,1950,"Teplice","north Bohemia",128118,85.3,9317,6.49,7.07,97,6949,6872,0.58,6.78,-77,6910.5,0.0539385566430946,6087,300660,60,5011,1,1
6499,3,15779.5727272727,15003.7,5.09090909090909,37,7,500,53214,2,1963,"Chrudim","east Bohemia",105606,53,8254,2.79,3.76,97,2166,2325,0.97,3.275,159,2245.5,0.0212629964206579,6103,149340,60,2489,1,1
6544,2,55304.895,52651.8526315789,9.1,26,6,1100,151062.3,2,1974,"Zdar nad Sazavou","south Moravia",125832,48.3,8512,3.51,4.12,102,2247,2103,0.61,3.815,-144,2175,0.0172849513637231,6109,368880,60,6148,1,1
6551,2,35666.2666666667,31171.36,5.33333333333333,52,7,1000,105628,1,1948,"Karlovy Vary","west Bohemia",122603,80,8991,1.39,2.01,128,5198,5273,0.62,1.7,75,5235.5,0.0427028702397168,6111,174744,24,7281,-1,1
6567,2,27414.21875,28779.7733333333,7.375,22,7,-1369.2,96659.4,1,1978,"Chomutov","north Bohemia",125236,87.7,9675,6.43,7.68,100,5323,5190,1.25,7.055,-133,5256.5,0.0419727554377336,6112,174744,24,7281,-1,1
6616,2,36644.7571428571,36059.3692307692,4.85714285714286,47,7,1000,110583.8,2,1953,"Usti nad Orlici","east Bohemia",139012,61.9,8363,2.52,3.49,108,2564,2799,0.97,3.005,235,2681.5,0.0192897016084942,6120,209184,48,4358,1,1
6691,2,9278.98235294118,9262.84,6.29411764705882,58,5,300,43206,2,1942,"Hradec Kralove","east Bohemia",161854,76.3,9425,1.72,2.5,125,4085,3891,0.78,2.11,-194,3988,0.0246394899106602,6130,32640,48,680,1,1
6731,3,49072.7181818182,47579.0476190476,6.63636363636364,57,6,900,112689.5,2,1943,"Rakovnik","central Bohemia",53921,41.3,8598,2.77,3.26,123,1597,1875,0.49,3.015,278,1736,0.0321952486044398,6137,44628,12,3719,1,1
6753,2,47586.0428571429,44143.4666666667,5.57142857142857,38,4,800,124090,2,1962,"Cesky Krumlov","south Bohemia",58796,51.9,9045,3.13,3.6,124,1845,1879,0.47,3.365,34,1862,0.0316688210082319,6144,44376,12,3698,1,1
6789,2,64206.1571428571,64046.19,9.33333333333333,21,7,700,136436.6,2,1979,"Karvina","north Moravia",285387,89.9,10177,6.63,7.75,81,9878,10108,1.12,7.19,230,9993,0.0350156103816922,6150,83016,12,6918,1,1
6798,2,14112.4090909091,13648.1111111111,4.63636363636364,52,6,200,53271.6,1,1948,"Trebic","south Moravia",117897,53.8,8814,4.76,5.74,107,2112,2059,0.98,5.25,-53,2085.5,0.0176891693596953,6151,225420,60,3757,1,1
6803,3,29909.3666666667,34427.1428571429,5.44444444444444,20,6,1100,126077.1,1,1980,"Kolin","central Bohemia",95616,51.4,9307,3.85,4.43,118,2616,3040,0.58,4.14,424,2828,0.029576639892905,6153,285600,60,4760,1,1
6829,1,27071.9833333333,19760,3.71428571428571,37,5,900,78713.7,1,1963,"Praha - vychod","central Bohemia",92084,46.7,10124,0.56,0.54,141,3810,4316,-0.02,0.55,506,4063,0.0441227574822988,6157,98592,24,4108,1,1
6895,2,10831.7476190476,10381,5.19047619047619,29,7,500,46520.1,2,1971,"Havlickuv Brod","east Bohemia",95907,59.1,8388,2.41,2.94,87,1658,1668,0.53,2.675,10,1663,0.0173397145151032,6169,103680,60,1728,-1,1
6936,2,51394,58995.0916666667,7.14285714285714,41,5,-2825.2,129626.3,1,1959,"Usti nad Orlici","east Bohemia",139012,61.9,8363,2.52,3.49,108,2564,2799,0.97,3.005,235,2681.5,0.0192897016084942,6175,290700,60,4845,-1,1
6946,1,32837.1,31155.8,4.5,30,5,600,102665.9,1,1970,"Ostrava - mesto","north Moravia",323870,100,10673,4.75,5.44,100,18782,18347,0.69,5.095,-435,18564.5,0.0573208386080835,6178,232560,48,4845,1,1
6987,2,21522.95,15698.12,3.83333333333333,32,5,700,65769.6,2,1968,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,6185,31176,24,1299,1,1
7010,2,23122.48,23968.8,4.9,33,5,300,105255.7,2,1967,"Karvina","north Moravia",285387,89.9,10177,6.63,7.75,81,9878,10108,1.12,7.19,230,9993,0.0350156103816922,6190,123600,60,2060,1,1
7127,2,32804.84375,30458.8,5.125,43,7,900,102410.3,2,1957,"Brno - mesto","south Moravia",387570,100,9897,1.6,1.96,140,18721,18696,0.36,1.78,-25,18708.5,0.0482712800268339,6202,65184,12,5432,1,1
7166,2,11075.4714285714,11167.44,4.71428571428571,36,7,200,41410,2,1964,"Cesky Krumlov","south Bohemia",58796,51.9,9045,3.13,3.6,124,1845,1879,0.47,3.365,34,1862,0.0316688210082319,6210,87216,48,1817,-1,1
7195,2,38419.1153846154,37798.0666666667,7.84615384615385,38,7,1000,107784.1,2,1962,"Svitavy","east Bohemia",102609,52,8187,4.83,5.45,94,2123,2134,0.62,5.14,11,2128.5,0.0207437944039996,6216,141240,24,5885,1,1
7241,2,16453.7916666667,14901.8363636364,5.33333333333333,43,7,900,55816,1,1957,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,6223,61056,48,1272,1,1
7286,2,20953.347368421,21434.3764705882,4.94736842105263,30,7,400,69893,1,1970,"Pardubice","east Bohemia",162580,72.8,9538,1.51,1.81,111,6079,5410,0.3,1.66,-669,5744.5,0.0353333743387871,6227,28248,24,1177,1,1
7291,3,55233.5888888889,51216.5,7.55555555555556,60,7,200,125943.1,1,1940,"Kutna Hora","central Bohemia",77963,51.5,8546,2.95,4.02,126,2640,3120,1.07,3.485,480,2880,0.0369406000282185,6228,464520,60,7742,-1,1
7299,2,23037.5777777778,22805.4,7,62,7,1100,70826.8,2,1938,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,6229,11736,24,489,1,1
7311,2,9280.91666666667,10176.4,4.83333333333333,51,7,500,32720.4,2,1949,"Breclav","south Moravia",124605,46,8772,4.69,4.98,126,2854,3158,0.29,4.835,304,3006,0.0241242325749368,6232,276660,36,7685,-1,1
7390,3,49200.66,44101,6.54545454545455,63,6,200,134501.4,2,1937,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,6244,270648,36,7518,-1,1
7422,2,22230.5272727273,22600.2888888889,4.90909090909091,42,7,300,69643.1,2,1958,"Ostrava - mesto","north Moravia",323870,100,10673,4.75,5.44,100,18782,18347,0.69,5.095,-435,18564.5,0.0573208386080835,6253,59760,24,2490,1,1
7521,3,41190.8777777778,40124.6470588235,4.77777777777778,40,7,400,121689.5,1,1960,"Ostrava - mesto","north Moravia",323870,100,10673,4.75,5.44,100,18782,18347,0.69,5.095,-435,18564.5,0.0573208386080835,6272,398640,60,6644,1,1
7576,2,12428.4727272727,10765.52,2.72727272727273,38,7,200,69174.6,2,1962,"Louny","north Bohemia",85852,59.8,8965,7.08,8.23,104,2653,2822,1.15,7.655,169,2737.5,0.0318862693938406,6279,87360,24,3640,1,1
7594,2,41020.1117647059,37337.6875,5,51,5,800,156504.1,1,1949,"Zlin","south Moravia",197099,74.7,9624,1.6,2.31,145,4484,4265,0.71,1.955,-219,4374.5,0.0221944302101989,6283,85632,48,1784,1,1
7672,2,25449.1733333333,23364.4,5.9375,47,7,700,74199.5,2,1953,"Plzen - mesto","west Bohemia",170449,100,10787,2.64,3.09,131,6041,6261,0.45,2.865,220,6151,0.0360870406983907,6294,79920,60,1332,1,1
7678,2,35529.38125,36473.9285714286,5.4375,38,5,700,91294.4,2,1962,"Beroun","central Bohemia",75232,41.7,8980,1.95,2.21,111,2824,2813,0.26,2.08,-11,2818.5,0.0374641110165887,6296,270384,48,5633,1,1
7683,2,13223.54,10737.5714285714,4.8,54,7,900,54432.3,2,1946,"Ostrava - mesto","north Moravia",323870,100,10673,4.75,5.44,100,18782,18347,0.69,5.095,-435,18564.5,0.0573208386080835,6297,17508,12,1459,1,1
7723,2,18920.6736842105,18645.1058823529,4.89473684210526,34,5,500,60475.3,1,1966,"Rychnov nad Kneznou","east Bohemia",78955,59,9060,1.78,2.44,124,1655,1717,0.66,2.11,62,1686,0.0213539357862073,6302,181020,60,3017,1,1
7727,1,27290.975,18200,2.6,42,5,700,83619.5,1,1958,"Tachov","west Bohemia",51313,59.2,8930,3.52,4.2,108,1328,1452,0.68,3.86,124,1390,0.0270886519985189,6303,72408,24,3017,-1,1
7753,2,14344.8545454545,14024.68,5.68181818181818,22,7,700,50774.2,1,1978,"Tachov","west Bohemia",51313,59.2,8930,3.52,4.2,108,1328,1452,0.68,3.86,124,1390,0.0270886519985189,6306,36684,12,3057,1,1
7765,2,21537.7888888889,26687.2,3.31578947368421,42,5,400,140542.8,1,1958,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,6309,110136,24,4589,1,1
7814,2,38859.2230769231,43074.5272727273,5.30769230769231,24,6,800,120071.4,1,1976,"Trebic","south Moravia",117897,53.8,8814,4.76,5.74,107,2112,2059,0.98,5.25,-53,2085.5,0.0176891693596953,6315,43164,12,3597,1,1
7815,2,39223.3941176471,40744.325,6,54,7,1100,126002.8,1,1946,"Pribram","central Bohemia",107870,58,8754,3.83,4.31,137,3804,3868,0.48,4.07,64,3836,0.0355613238157041,6316,76908,12,6409,-1,1
7914,3,33332.0153846154,30757.9166666667,5.46153846153846,34,7,300,133215.2,1,1966,"Louny","north Bohemia",85852,59.8,8965,7.08,8.23,104,2653,2822,1.15,7.655,169,2737.5,0.0318862693938406,6336,212400,36,5900,1,1
7980,2,53397.8111111111,59123.9142857143,6.22222222222222,24,5,400,159712.8,2,1976,"Jindrichuv Hradec","south Bohemia",93931,56.9,8427,1.12,1.54,107,1874,1913,0.42,1.33,39,1893.5,0.0201584141550713,6342,60156,36,1671,-1,1
8076,2,8486.2,3600,2.2,50,4,1000,38831,1,1950,"Jindrichuv Hradec","south Bohemia",93931,56.9,8427,1.12,1.54,107,1874,1913,0.42,1.33,39,1893.5,0.0201584141550713,6354,22968,36,638,1,1
8091,3,28616.1111111111,28734.75,5.22222222222222,29,7,200,92354.8,2,1971,"Semily","east Bohemia",75685,60.8,8208,1.89,2.26,155,1660,2123,0.37,2.075,463,1891.5,0.0249917420889212,6356,95400,36,2650,1,1
8105,3,16356.0529411765,17205.7333333333,5.23529411764706,37,7,200,52658.4,2,1963,"Rychnov nad Kneznou","east Bohemia",78955,59,9060,1.78,2.44,124,1655,1717,0.66,2.11,62,1686,0.0213539357862073,6358,137880,60,2298,-1,1
8130,2,19219.10625,18670.8571428571,4.75,24,6,800,69530.4,1,1976,"Uherske Hradiste","south Moravia",145688,40.7,8544,1.29,1.86,109,2719,2906,0.57,1.575,187,2812.5,0.0193049530503542,6362,37908,12,3159,1,1
8359,2,26562.3555555556,26300.9058823529,6.27777777777778,21,6,300,71138.8,2,1979,"Ostrava - mesto","north Moravia",323870,100,10673,4.75,5.44,100,18782,18347,0.69,5.095,-435,18564.5,0.0573208386080835,6403,194880,48,4060,1,1
8366,2,25859.7111111111,23334.0571428571,4.11111111111111,40,7,600,80155.2,1,1960,"Usti nad Labem","north Bohemia",118650,85.6,9832,3.32,4.48,114,6445,5471,1.16,3.9,-974,5958,0.0502149178255373,6407,25944,24,1081,1,1
8432,2,35058.2846153846,41836.12,5.07692307692308,32,5,900,117830.9,1,1968,"Louny","north Bohemia",85852,59.8,8965,7.08,8.23,104,2653,2822,1.15,7.655,169,2737.5,0.0318862693938406,6421,96768,36,2688,1,1
8598,1,35835.425,32558.5714285714,4.66666666666667,43,7,200,112901.6,1,1957,"Zlin","south Moravia",197099,74.7,9624,1.6,2.31,145,4484,4265,0.71,1.955,-219,4374.5,0.0221944302101989,6456,47016,12,3918,1,1
8610,2,6290.25,5904.85454545454,6.92857142857143,52,7,300,33484.4,1,1948,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,6460,48672,36,1352,1,1
8615,3,33133.5470588235,38400.8571428571,6.77777777777778,61,5,400,159765.9,1,1939,"Pribram","central Bohemia",107870,58,8754,3.83,4.31,137,3804,3868,0.48,4.07,64,3836,0.0355613238157041,6461,74124,36,2059,1,1
8670,2,23173.2857142857,21840.8769230769,7.5,57,5,500,72838.9,1,1943,"Kolin","central Bohemia",95616,51.4,9307,3.85,4.43,118,2616,3040,0.58,4.14,424,2828,0.029576639892905,6471,155640,24,6485,1,1
8677,2,9625.38095238095,9805.42222222222,5.66666666666667,45,7,700,40733.8,2,1955,"Semily","east Bohemia",75685,60.8,8208,1.89,2.26,155,1660,2123,0.37,2.075,463,1891.5,0.0249917420889212,6474,63360,60,1056,1,1
9173,2,20790.3545454545,22216.0666666667,4.90909090909091,55,7,1100,67529.6,2,1945,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,6499,80952,24,3373,1,1
9196,2,18750.4153846154,19893.1636363636,7.07692307692308,61,5,1000,58621.4,1,1939,"Tabor","south Bohemia",103347,67,9104,1.51,2.07,123,2299,2354,0.56,1.79,55,2326.5,0.0225115387964818,6501,30276,12,2523,-1,1
9226,2,33279.1230769231,42021.4,7.53846153846154,61,7,200,113350.7,1,1939,"Zlin","south Moravia",197099,74.7,9624,1.6,2.31,145,4484,4265,0.71,1.955,-219,4374.5,0.0221944302101989,6509,55368,24,2307,1,1
9236,2,6909.8,6198.52727272727,5.85714285714286,44,7,500,31462.9,1,1956,"Kladno","central Bohemia",149893,67.4,9753,4.64,5.05,109,5244,5892,0.41,4.845,648,5568,0.0371464978351224,6512,63312,48,1319,1,1
9273,2,21816.5555555556,23376.2571428571,4,45,7,700,76736.9,1,1955,"Most","north Bohemia",119895,89.9,10446,7.34,9.4,90,4947,4743,2.06,8.37,-204,4845,0.0404103590641812,6520,91200,24,3800,1,1
9316,2,19168.1,15666.6666666667,3.4,42,6,600,71939.2,1,1958,"Vyskov","south Moravia",86513,50.5,8288,3.79,4.52,110,1562,1460,0.73,4.155,-102,1511,0.0174655832071481,6526,288468,36,8013,1,1
9346,2,22970.2,24742.5,7.5,28,6,500,71527,2,1972,"Hradec Kralove","east Bohemia",161854,76.3,9425,1.72,2.5,125,4085,3891,0.78,2.11,-194,3988,0.0246394899106602,6535,41952,12,3496,1,1
9366,3,38918.4166666667,39230.2727272727,4.66666666666667,25,5,400,112363.1,2,1975,"Olomouc","north Moravia",226122,62.6,8994,3.8,4.79,110,9672,9208,0.99,4.295,-464,9440,0.041747375310673,6540,309600,48,6450,1,1
9417,2,56620.89,48768.78,8.7,51,5,400,128539.4,2,1949,"Tabor","south Bohemia",103347,67,9104,1.51,2.07,123,2299,2354,0.56,1.79,55,2326.5,0.0225115387964818,6545,191880,60,3198,1,1
9418,2,16790.9105263158,16836.7294117647,6.15789473684211,50,7,600,56122.8,2,1950,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,6546,31728,24,1322,1,1
9427,2,40318.29375,38396.2666666667,5.5,30,5,500,117827.8,1,1970,"Uherske Hradiste","south Moravia",145688,40.7,8544,1.29,1.86,109,2719,2906,0.57,1.575,187,2812.5,0.0193049530503542,6550,320592,48,6679,1,2
9593,2,56005.0692307692,53066.4307692308,7.28571428571429,32,7,600,124339.4,1,1968,"Ostrava - mesto","north Moravia",323870,100,10673,4.75,5.44,100,18782,18347,0.69,5.095,-435,18564.5,0.0573208386080835,6577,51696,24,2154,1,2
9606,3,16834.9647058824,16738.375,4.22222222222222,51,6,500,82352.4,2,1949,"Usti nad Orlici","east Bohemia",139012,61.9,8363,2.52,3.49,108,2564,2799,0.97,3.005,235,2681.5,0.0192897016084942,6578,27984,12,2332,1,1
9611,2,36191.55,28953.5714285714,5.875,42,7,900,97457.4,2,1958,"Cheb","west Bohemia",87419,85.5,8624,1.79,2.66,102,2879,3198,0.87,2.225,319,3038.5,0.0347578901611778,6580,196080,48,4085,1,1
9641,2,63283.3619047619,61065.2380952381,7.81818181818182,55,5,500,128495.4,2,1945,"Zlin","south Moravia",197099,74.7,9624,1.6,2.31,145,4484,4265,0.71,1.955,-219,4374.5,0.0221944302101989,6585,372120,60,6202,1,1
9663,3,62195.4666666667,58890.875,9.88888888888889,55,5,700,125386.9,2,1945,"Prachatice","south Bohemia",51428,52.7,8402,3.13,3.98,120,999,1099,0.85,3.555,100,1049,0.0203974488605429,6589,189696,24,7904,1,1
9670,2,10978.6611111111,11233.9625,8.38888888888889,52,7,500,41997.9,2,1948,"Louny","north Bohemia",85852,59.8,8965,7.08,8.23,104,2653,2822,1.15,7.655,169,2737.5,0.0318862693938406,6591,20832,48,434,1,1
9702,2,32183.15,29660.3142857143,3.875,49,7,1000,83039.4,1,1951,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,6596,91584,24,3816,1,1
9715,2,41513.6722222222,41637.0470588235,8.16666666666667,23,7,300,111588.8,1,1977,"Prerov","north Moravia",138032,64.6,8819,5.38,5.66,99,4063,4505,0.28,5.52,442,4284,0.0310362814419845,6598,68112,12,5676,1,1
9717,2,37263.6619047619,34195.25,4.85714285714286,48,5,1000,109338.9,1,1952,"Usti nad Orlici","east Bohemia",139012,61.9,8363,2.52,3.49,108,2564,2799,0.97,3.005,235,2681.5,0.0192897016084942,6599,72120,12,6010,1,1
9721,2,17423.3166666667,12328.12,2.57142857142857,46,5,700,60863.2,2,1954,"Chomutov","north Bohemia",125236,87.7,9675,6.43,7.68,100,5323,5190,1.25,7.055,-133,5256.5,0.0419727554377336,6600,21852,36,607,1,1
9798,3,43070.725,36110,4.75,50,4,900,89570.9,1,1950,"Jesenik","north Moravia",42821,48.4,8173,7.01,7.01,124,1358,1358,0,7.01,0,1358,0.0317134116438196,6613,84120,24,3505,1,1
9844,2,23879.9545454545,23244.8,3.90909090909091,55,7,200,82549,2,1945,"Brno - venkov","south Moravia",157042,33.9,8743,1.88,2.43,111,3659,3894,0.55,2.155,235,3776.5,0.0240477069828454,6624,71460,12,5955,1,1
9915,3,37553.3545454546,34751,5,33,7,700,117489.5,2,1967,"Chrudim","east Bohemia",105606,53,8254,2.79,3.76,97,2166,2325,0.97,3.275,159,2245.5,0.0212629964206579,6642,77640,12,6470,1,1
9930,2,20833.5727272727,20293.34,5,28,5,900,96108.3,2,1972,"Nymburk","central Bohemia",81344,55.3,8899,3.39,3.97,149,2987,2487,0.58,3.68,-500,2737,0.0336472265932337,6644,93600,24,3900,1,1
9933,2,20111.1307692308,17936.3846153846,3.21428571428571,59,7,400,115000.2,2,1941,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,6645,140400,36,3900,1,1
9945,3,26440.95,25258.1333333333,5.3125,32,7,200,82981.9,1,1968,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,6647,208320,48,4340,1,1
9973,1,53254.32,41766.3333333333,8.16666666666667,55,7,900,126833,1,1945,"Karlovy Vary","west Bohemia",122603,80,8991,1.39,2.01,128,5198,5273,0.62,1.7,75,5235.5,0.0427028702397168,6650,49320,12,4110,-1,1
9995,2,9916.29285714286,10285.0666666667,4.85714285714286,42,5,1000,45346.1,2,1958,"Brno - mesto","south Moravia",387570,100,9897,1.6,1.96,140,18721,18696,0.36,1.78,-25,18708.5,0.0482712800268339,6659,56100,60,935,1,1
10040,2,42434.4,44555.6631578947,6.45454545454545,32,6,1000,164648.6,1,1968,"Litomerice","north Bohemia",114006,62.3,9065,4.46,5.39,123,4147,4166,0.93,4.925,19,4156.5,0.0364586074417136,6667,155880,24,6495,1,1
10043,2,20789.4785714286,19831.4461538462,4.78571428571429,35,7,700,62084,2,1965,"Jicin","east Bohemia",77917,53.5,8390,2.28,2.89,132,2080,2122,0.61,2.585,42,2101,0.0269645905258159,6668,74736,36,2076,1,1
10076,2,12124.04,7566.66666666667,2.4,31,5,200,49220.3,1,1969,"Plzen - mesto","west Bohemia",170449,100,10787,2.64,3.09,131,6041,6261,0.45,2.865,220,6151,0.0360870406983907,6676,29784,24,1241,1,1
10095,2,40613.2454545455,39711.4444444444,4.72727272727273,24,7,1100,122523.5,1,1976,"Praha - zapad","central Bohemia",75637,36.5,9622,0.45,0.59,154,3475,3529,0.14,0.52,54,3502,0.046300091225194,6678,80340,12,6695,1,1
