"owner_id","frequency","avg_mensal_income","avg_mensal_expenses","avg_transaction_count","owner_ager","account_age","min_balance","max_balance","gender","birth_year","name","region","no..of.inhabitants","ratio.of.urban.inhabitants","average.salary","unemploymant.rate..95","unemploymant.rate..96","no..of.enterpreneurs.per.1000.inhabitants","no..of.commited.crimes..95","no..of.commited.crimes..96","diffUnemploymant","avgUnemploymant","diffCrimes","avgCrimes","ratioCrimes","amount","duration","payments","status","type"
698,"monthly issuance",8927.525,10369.36,3.875,46,4,500,38127.5,"Male",1954,"Prerov","north Moravia",138032,64.6,8819,5.38,5.66,99,4063,4505,0.28,5.52,442,4284,0.0310362814419845,0,0,0,0,""
700,"monthly issuance",4310.16896551724,4415.4,4.48275862068965,71,6,1100,22993.1,"Male",1929,"Pribram","central Bohemia",107870,58,8754,3.83,4.31,137,3804,3868,0.48,4.07,64,3836,0.0355613238157041,0,0,0,0,""
702,"monthly issuance",4954.38333333333,3645.53333333333,3.16666666666667,32,4,200,24443.6,"Female",1968,"Tachov","west Bohemia",51313,59.2,8930,3.52,4.2,108,1328,1452,0.68,3.86,124,1390,0.0270886519985189,0,0,0,0,""
704,"monthly issuance",6253.09090909091,6033.87,4.5,25,5,900,61228,"Male",1975,"Brno - mesto","south Moravia",387570,100,9897,1.6,1.96,140,18721,18696,0.36,1.78,-25,18708.5,0.0482712800268339,0,0,0,0,""
705,"monthly issuance",4360,4300,1,62,4,400,21800,"Male",1938,"Prachatice","south Bohemia",51428,52.7,8402,3.13,3.98,120,999,1099,0.85,3.555,100,1049,0.0203974488605429,0,0,0,0,""
706,"monthly issuance",8852.90434782609,8887.71818181818,7.30434782608696,52,7,1000,40269,"Male",1948,"Zdar nad Sazavou","south Moravia",125832,48.3,8512,3.51,4.12,102,2247,2103,0.61,3.815,-144,2175,0.0172849513637231,0,0,0,0,""
708,"monthly issuance",12876.5545454545,11354.1777777778,3.72727272727273,23,4,1100,53479.6,"Female",1977,"Svitavy","east Bohemia",102609,52,8187,4.83,5.45,94,2123,2134,0.62,5.14,11,2128.5,0.0207437944039996,0,0,0,0,""
711,"monthly issuance",13740.6166666667,10328.65,3.16666666666667,37,4,800,61070.1,"Female",1963,"Rychnov nad Kneznou","east Bohemia",78955,59,9060,1.78,2.44,124,1655,1717,0.66,2.11,62,1686,0.0213539357862073,0,0,0,0,""
712,"monthly issuance",3160.06,2721.45714285714,4.4,38,6,500,24638.5,"Male",1962,"Brno - mesto","south Moravia",387570,100,9897,1.6,1.96,140,18721,18696,0.36,1.78,-25,18708.5,0.0482712800268339,0,0,0,0,""
714,"monthly issuance",18166.0777777778,16777.648,4.44444444444444,30,6,700,90938.3,"Male",1970,"Tachov","west Bohemia",51313,59.2,8930,3.52,4.2,108,1328,1452,0.68,3.86,124,1390,0.0270886519985189,0,0,0,0,"classic"
715,"monthly issuance",21312.8486486486,21771.0628571428,5.67567567567568,48,7,300,69223.1,"Female",1952,"Usti nad Labem","north Bohemia",118650,85.6,9832,3.32,4.48,114,6445,5471,1.16,3.9,-974,5958,0.0502149178255373,0,0,0,0,""
720,"monthly issuance",3420.58292682927,3319.73513513514,4.90243902439024,46,7,300,27251,"Male",1954,"Rokycany","west Bohemia",45714,55.6,8843,2.82,3.6,113,818,888,0.78,3.21,70,853,0.0186594916218226,0,0,0,0,""
721,"monthly issuance",5693.50666666667,6143,4.26666666666667,60,5,700,28913,"Male",1940,"Hradec Kralove","east Bohemia",161854,76.3,9425,1.72,2.5,125,4085,3891,0.78,2.11,-194,3988,0.0246394899106602,0,0,0,0,""
722,"monthly issuance",15001,10361.16,3.85714285714286,30,4,500,55243.1,"Female",1970,"Uherske Hradiste","south Moravia",145688,40.7,8544,1.29,1.86,109,2719,2906,0.57,1.575,187,2812.5,0.0193049530503542,0,0,0,0,""
723,"monthly issuance",9316.84210526316,8680.05,4.5,43,7,800,52004,"Female",1957,"Pribram","central Bohemia",107870,58,8754,3.83,4.31,137,3804,3868,0.48,4.07,64,3836,0.0355613238157041,0,0,0,0,""
726,"monthly issuance",3073.41304347826,2794.26666666667,3.95652173913043,65,5,600,23403.5,"Male",1935,"Jindrichuv Hradec","south Bohemia",93931,56.9,8427,1.12,1.54,107,1874,1913,0.42,1.33,39,1893.5,0.0201584141550713,0,0,0,0,""
727,"monthly issuance",4515.77272727273,4780.48235294118,4.31818181818182,70,5,600,26732.7,"Female",1930,"Ceska Lipa","north Bohemia",105058,81,9272,2.8,3.22,118,4340,4505,0.42,3.01,165,4422.5,0.0420957947038779,0,0,0,0,""
729,"monthly issuance",2948.1125,2606.08148148148,5.9375,31,6,700,24564.2,"Female",1969,"Vyskov","south Moravia",86513,50.5,8288,3.79,4.52,110,1562,1460,0.73,4.155,-102,1511,0.0174655832071481,0,0,0,0,""
731,"monthly issuance",27871.6931034483,26354.3357142857,4.51724137931035,21,6,800,100085.5,"Female",1979,"Ostrava - mesto","north Moravia",323870,100,10673,4.75,5.44,100,18782,18347,0.69,5.095,-435,18564.5,0.0573208386080835,0,0,0,0,""
735,"monthly issuance",2597.3875,2890.6,2.5,27,4,300,16222,"Male",1973,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,0,0,0,0,""
737,"issuance after transaction",13093.04,6866.66666666667,2.6,48,4,600,58783.6,"Male",1952,"Ostrava - mesto","north Moravia",323870,100,10673,4.75,5.44,100,18782,18347,0.69,5.095,-435,18564.5,0.0573208386080835,0,0,0,0,""
739,"monthly issuance",3273.83333333333,2512.6,4,58,4,800,19751.3,"Male",1942,"Olomouc","north Moravia",226122,62.6,8994,3.8,4.79,110,9672,9208,0.99,4.295,-464,9440,0.041747375310673,0,0,0,0,""
740,"monthly issuance",6800.64615384615,7062.66857142857,5.17948717948718,77,7,1100,37880.6,"Male",1923,"Hradec Kralove","east Bohemia",161854,76.3,9425,1.72,2.5,125,4085,3891,0.78,2.11,-194,3988,0.0246394899106602,0,0,0,0,""
741,"monthly issuance",23606.18,17025,2.6,59,4,200,84236.5,"Male",1941,"Ostrava - mesto","north Moravia",323870,100,10673,4.75,5.44,100,18782,18347,0.69,5.095,-435,18564.5,0.0573208386080835,0,0,0,0,""
742,"monthly issuance",29474.8,19100,3.33333333333333,49,4,700,76624.4,"Female",1951,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,0,0,0,0,""
743,"weekly issuance",42564,40713.4666666667,7.125,59,5,1100,128832.8,"Male",1941,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,0,0,0,0,""
744,"monthly issuance",3914.28571428571,1400,1,60,4,1000,22400,"Male",1940,"Plzen - mesto","west Bohemia",170449,100,10787,2.64,3.09,131,6041,6261,0.45,2.865,220,6151,0.0360870406983907,0,0,0,0,""
745,"monthly issuance",28337.4714285714,24818.4666666667,4.57142857142857,34,4,400,80504.6,"Female",1966,"Usti nad Orlici","east Bohemia",139012,61.9,8363,2.52,3.49,108,2564,2799,0.97,3.005,235,2681.5,0.0192897016084942,0,0,0,0,""
748,"monthly issuance",3121.7152173913,3048.06341463415,5.52173913043478,64,7,200,28797.4,"Male",1936,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,0,0,0,0,""
750,"monthly issuance",45864.9179487179,46488.3405405406,6.28205128205128,44,7,900,146488.2,"Female",1956,"Karvina","north Moravia",285387,89.9,10177,6.63,7.75,81,9878,10108,1.12,7.19,230,9993,0.0350156103816922,0,0,0,0,""
751,"monthly issuance",12814.5875,12604.625,2.77777777777778,41,5,1000,117061.9,"Male",1959,"Karvina","north Moravia",285387,89.9,10177,6.63,7.75,81,9878,10108,1.12,7.19,230,9993,0.0350156103816922,0,0,0,0,""
752,"monthly issuance",7920.26052631579,7545.96571428572,5.65789473684211,56,7,200,47746.3,"Male",1944,"Olomouc","north Moravia",226122,62.6,8994,3.8,4.79,110,9672,9208,0.99,4.295,-464,9440,0.041747375310673,0,0,0,0,""
754,"monthly issuance",24489.6425531915,24080.0844444444,5.93617021276596,53,7,600,83752,"Female",1947,"Vyskov","south Moravia",86513,50.5,8288,3.79,4.52,110,1562,1460,0.73,4.155,-102,1511,0.0174655832071481,0,0,0,0,""
755,"monthly issuance",6023.36944444445,5696.975,5.30555555555556,53,6,700,40878.6,"Male",1947,"Olomouc","north Moravia",226122,62.6,8994,3.8,4.79,110,9672,9208,0.99,4.295,-464,9440,0.041747375310673,0,0,0,0,""
756,"monthly issuance",4629.76,5082.92,5.3,80,6,500,24105,"Male",1920,"Tachov","west Bohemia",51313,59.2,8930,3.52,4.2,108,1328,1452,0.68,3.86,124,1390,0.0270886519985189,0,0,0,0,""
757,"monthly issuance",3989.3,3844.045,5.02325581395349,30,7,400,29485.4,"Female",1970,"Novy Jicin","north Moravia",161227,69.7,8678,5.93,5.57,102,4980,4595,-0.359999999999999,5.75,-385,4787.5,0.0296941579264019,0,0,0,0,""
758,"monthly issuance",4558.82,4681.5,4,39,4,500,28311.5,"Female",1961,"Frydek - Mistek","north Moravia",228848,57.2,9893,4.09,4.72,96,5623,5887,0.63,4.405,264,5755,0.0251476962874921,0,0,0,0,""
759,"monthly issuance",2872.6125,2670.6,3,45,4,400,17819.6,"Male",1955,"Rokycany","west Bohemia",45714,55.6,8843,2.82,3.6,113,818,888,0.78,3.21,70,853,0.0186594916218226,0,0,0,0,""
760,"monthly issuance",5150.19230769231,4930.82222222222,3.69230769230769,64,5,700,29794.8,"Female",1936,"Hodonin","south Moravia",161954,48,8720,3.73,4.5,116,3729,3651,0.77,4.115,-78,3690,0.0227842473788854,0,0,0,0,""
762,"monthly issuance",22555.7925925926,22572.0481481481,6.89655172413793,63,6,-1625.6,126062.4,"Male",1937,"Tabor","south Bohemia",103347,67,9104,1.51,2.07,123,2299,2354,0.56,1.79,55,2326.5,0.0225115387964818,0,0,0,0,""
764,"monthly issuance",5613.7,3750,2.6,45,4,800,26872.1,"Female",1955,"Semily","east Bohemia",75685,60.8,8208,1.89,2.26,155,1660,2123,0.37,2.075,463,1891.5,0.0249917420889212,0,0,0,0,""
765,"monthly issuance",18082.5421052632,18219.3176470588,6.26315789473684,31,5,1000,59771.3,"Male",1969,"Znojmo","south Moravia",114200,43.7,8403,5.74,5.72,105,2157,2718,-0.0200000000000005,5.73,561,2437.5,0.0213441330998249,0,0,0,0,""
768,"monthly issuance",4454.32558139535,4193.0358974359,4.53488372093023,69,7,1100,33909.8,"Female",1931,"Ceska Lipa","north Bohemia",105058,81,9272,2.8,3.22,118,4340,4505,0.42,3.01,165,4422.5,0.0420957947038779,0,0,0,0,""
775,"monthly issuance",10955.525,11783.2,4.66666666666667,60,4,400,45058,"Female",1940,"Trutnov","east Bohemia",121947,70.5,8541,2.51,2.97,131,3496,3839,0.46,2.74,343,3667.5,0.030074540579104,0,0,0,0,""
778,"monthly issuance",19190.6868421053,18338.9388888889,5.39473684210526,60,7,1100,86113.4,"Male",1940,"Rakovnik","central Bohemia",53921,41.3,8598,2.77,3.26,123,1597,1875,0.49,3.015,278,1736,0.0321952486044398,0,0,0,0,"classic"
779,"weekly issuance",35008.83125,34465.5677419355,5.46875,56,6,-1594.8,141725.6,"Female",1944,"Jesenik","north Moravia",42821,48.4,8173,7.01,7.01,124,1358,1358,0,7.01,0,1358,0.0317134116438196,0,0,0,0,""
780,"monthly issuance",6759.22083333333,7026.67,4.91666666666667,76,5,1100,34104.5,"Male",1924,"Beroun","central Bohemia",75232,41.7,8980,1.95,2.21,111,2824,2813,0.26,2.08,-11,2818.5,0.0374641110165887,0,0,0,0,""
781,"monthly issuance",21663.6789473684,20359.5081081081,6,55,7,1100,74566.5,"Male",1945,"Olomouc","north Moravia",226122,62.6,8994,3.8,4.79,110,9672,9208,0.99,4.295,-464,9440,0.041747375310673,0,0,0,0,""
782,"monthly issuance",15568.3583333333,15057.0956521739,5.52083333333333,37,7,700,74038,"Female",1963,"Tabor","south Bohemia",103347,67,9104,1.51,2.07,123,2299,2354,0.56,1.79,55,2326.5,0.0225115387964818,0,0,0,0,""
785,"monthly issuance",5967.99259259259,5626.79130434783,4.37037037037037,66,6,200,33852.2,"Male",1934,"Vyskov","south Moravia",86513,50.5,8288,3.79,4.52,110,1562,1460,0.73,4.155,-102,1511,0.0174655832071481,0,0,0,0,""
786,"monthly issuance",25397.5304347826,24190.9688888889,8.3695652173913,22,7,1000,90460.7,"Male",1978,"Blansko","south Moravia",107911,50.9,8240,2.53,3.56,99,1850,1903,1.03,3.045,53,1876.5,0.0173893300960977,0,0,0,0,""
787,"monthly issuance",12782.8,7633.33333333333,2.6,53,4,500,51263.5,"Male",1947,"Beroun","central Bohemia",75232,41.7,8980,1.95,2.21,111,2824,2813,0.26,2.08,-11,2818.5,0.0374641110165887,0,0,0,0,""
788,"monthly issuance",6835.03414634146,6429.84736842106,6.65853658536585,26,7,500,44955.4,"Male",1974,"Pardubice","east Bohemia",162580,72.8,9538,1.51,1.81,111,6079,5410,0.3,1.66,-669,5744.5,0.0353333743387871,0,0,0,0,""
789,"monthly issuance",4764.1,3947.225,3.91666666666667,69,4,600,25916.6,"Male",1931,"Kladno","central Bohemia",149893,67.4,9753,4.64,5.05,109,5244,5892,0.41,4.845,648,5568,0.0371464978351224,0,0,0,0,""
791,"monthly issuance",16948.6416666667,17386.82,4.83333333333333,50,4,1100,65554.5,"Female",1950,"Frydek - Mistek","north Moravia",228848,57.2,9893,4.09,4.72,96,5623,5887,0.63,4.405,264,5755,0.0251476962874921,0,0,0,0,""
793,"monthly issuance",6100.22333333333,6139.07407407408,4.93333333333333,22,6,200,37699.5,"Male",1978,"Tabor","south Bohemia",103347,67,9104,1.51,2.07,123,2299,2354,0.56,1.79,55,2326.5,0.0225115387964818,0,0,0,0,""
797,"monthly issuance",10880.90625,8933.08571428572,5.3125,52,5,1100,60581.2,"Male",1948,"Mlada Boleslav","central Bohemia",112065,69.4,11277,1.25,1.44,127,5179,4987,0.19,1.345,-192,5083,0.0453576049614063,0,0,0,0,""
803,"monthly issuance",3052.35714285714,2131.6,3.14285714285714,49,4,700,17381.3,"Male",1951,"Jablonec n. Nisou","north Bohemia",88768,80.5,8867,1.02,1.21,130,3384,3620,0.19,1.115,236,3502,0.0394511535688536,0,0,0,0,""
809,"monthly issuance",4773.125,3999.26666666667,4.125,81,5,300,30901.4,"Male",1919,"Semily","east Bohemia",75685,60.8,8208,1.89,2.26,155,1660,2123,0.37,2.075,463,1891.5,0.0249917420889212,0,0,0,0,""
812,"monthly issuance",6263.5125,6762.3,4.625,60,5,500,37547.6,"Male",1940,"Most","north Bohemia",119895,89.9,10446,7.34,9.4,90,4947,4743,2.06,8.37,-204,4845,0.0404103590641812,0,0,0,0,""
814,"monthly issuance",8497.37948717949,8505.09189189189,6.94871794871795,41,7,700,43761.9,"Male",1959,"Pelhrimov","south Bohemia",74062,61.4,8114,2.38,2.62,119,1003,1181,0.24,2.5,178,1092,0.0147444033377441,0,0,0,0,""
819,"monthly issuance",21611.2333333333,21023.15,3.16666666666667,42,4,700,83248.8,"Male",1958,"Ostrava - mesto","north Moravia",323870,100,10673,4.75,5.44,100,18782,18347,0.69,5.095,-435,18564.5,0.0573208386080835,0,0,0,0,""
821,"monthly issuance",2589.8125,1970.45,2.75,52,4,200,15063.7,"Male",1948,"Semily","east Bohemia",75685,60.8,8208,1.89,2.26,155,1660,2123,0.37,2.075,463,1891.5,0.0249917420889212,0,0,0,0,""
822,"weekly issuance",13678.4238095238,14652.5,2.79166666666667,41,5,200,92215.3,"Female",1959,"Litomerice","north Bohemia",114006,62.3,9065,4.46,5.39,123,4147,4166,0.93,4.925,19,4156.5,0.0364586074417136,0,0,0,0,""
823,"monthly issuance",12030.5044444444,12052.0139534884,7.48888888888889,44,7,1100,46100.5,"Male",1956,"Usti nad Labem","north Bohemia",118650,85.6,9832,3.32,4.48,114,6445,5471,1.16,3.9,-974,5958,0.0502149178255373,0,0,0,0,""
824,"monthly issuance",15264.7428571429,16225.56,4.57142857142857,48,4,1100,45511.9,"Male",1952,"Plzen - jih","west Bohemia",67298,43.8,8561,0.65,1.29,110,1029,1127,0.64,0.97,98,1078,0.0160183066361556,0,0,0,0,""
825,"monthly issuance",4691.33421052632,4345.84705882353,5.55263157894737,23,7,400,37504.3,"Male",1977,"Ostrava - mesto","north Moravia",323870,100,10673,4.75,5.44,100,18782,18347,0.69,5.095,-435,18564.5,0.0573208386080835,0,0,0,0,""
826,"monthly issuance",30832.5444444444,31022.5,6.77777777777778,22,4,400,114934,"Male",1978,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,0,0,0,0,""
827,"monthly issuance",17993.1833333333,18986.65,3.16666666666667,35,4,500,66508.6,"Female",1965,"Praha - vychod","central Bohemia",92084,46.7,10124,0.56,0.54,141,3810,4316,-0.02,0.55,506,4063,0.0441227574822988,0,0,0,0,""
829,"monthly issuance",6114.37272727273,6949.7,3.81818181818182,43,4,1100,31228.4,"Male",1957,"Karlovy Vary","west Bohemia",122603,80,8991,1.39,2.01,128,5198,5273,0.62,1.7,75,5235.5,0.0427028702397168,0,0,0,0,""
830,"monthly issuance",23140.5666666667,29400,3.33333333333333,52,4,800,61721.6,"Male",1948,"Jesenik","north Moravia",42821,48.4,8173,7.01,7.01,124,1358,1358,0,7.01,0,1358,0.0317134116438196,0,0,0,0,""
831,"monthly issuance",19084.1129032258,19059.7793103448,5.58064516129032,52,6,200,67730.6,"Male",1948,"Benesov","central Bohemia",88884,46.7,8507,1.67,1.85,132,2159,2674,0.18,1.76,515,2416.5,0.027187120291616,0,0,0,0,""
833,"monthly issuance",23428.3222222222,24603.2,4,40,4,900,73893,"Male",1960,"Kolin","central Bohemia",95616,51.4,9307,3.85,4.43,118,2616,3040,0.58,4.14,424,2828,0.029576639892905,0,0,0,0,""
835,"monthly issuance",23724.7191489362,22847.2266666667,5.48936170212766,57,7,200,88367.4,"Female",1943,"Plzen - sever","west Bohemia",72541,36.9,8594,1.62,2.01,112,1580,1525,0.39,1.815,-55,1552.5,0.0214016900787141,0,0,0,0,""
837,"monthly issuance",14186.15,9000,2.5,26,4,800,52915.1,"Male",1974,"Novy Jicin","north Moravia",161227,69.7,8678,5.93,5.57,102,4980,4595,-0.359999999999999,5.75,-385,4787.5,0.0296941579264019,0,0,0,0,""
839,"monthly issuance",43750.445,44595.2105263158,5.6,45,7,1000,168651.4,"Female",1955,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,0,0,0,0,""
840,"monthly issuance",5574.23870967742,5239.73103448276,6.2258064516129,63,6,300,32079.4,"Male",1937,"Strakonice","south Bohemia",70646,58.4,8547,2.65,3.64,120,1563,1542,0.99,3.145,-21,1552.5,0.0219757664977493,0,0,0,0,""
841,"monthly issuance",5880.07906976744,4962.1,5,19,7,1100,92897.4,"Male",1981,"Jesenik","north Moravia",42821,48.4,8173,7.01,7.01,124,1358,1358,0,7.01,0,1358,0.0317134116438196,0,0,0,0,""
842,"monthly issuance",4192.59069767442,4356.28421052632,4.32558139534884,67,7,800,23337.5,"Female",1933,"Pribram","central Bohemia",107870,58,8754,3.83,4.31,137,3804,3868,0.48,4.07,64,3836,0.0355613238157041,0,0,0,0,""
844,"monthly issuance",19167.6166666667,19114.7043478261,6.66666666666667,55,7,1000,62186.2,"Male",1945,"Brno - venkov","south Moravia",157042,33.9,8743,1.88,2.43,111,3659,3894,0.55,2.155,235,3776.5,0.0240477069828454,0,0,0,0,""
847,"monthly issuance",20774.05,14842.6285714286,3.75,21,4,1000,62899,"Male",1979,"Semily","east Bohemia",75685,60.8,8208,1.89,2.26,155,1660,2123,0.37,2.075,463,1891.5,0.0249917420889212,0,0,0,0,""
849,"monthly issuance",4833.33333333333,1125,1,61,4,800,28800,"Female",1939,"Plzen - mesto","west Bohemia",170449,100,10787,2.64,3.09,131,6041,6261,0.45,2.865,220,6151,0.0360870406983907,0,0,0,0,""
850,"monthly issuance",23406.9866666667,23775.5071428571,5,31,6,900,135379.7,"Male",1969,"Prachatice","south Bohemia",51428,52.7,8402,3.13,3.98,120,999,1099,0.85,3.555,100,1049,0.0203974488605429,0,0,0,0,""
851,"monthly issuance",4882.64285714286,4955.85,4.71428571428571,81,6,200,25778.8,"Male",1919,"Klatovy","west Bohemia",88757,61.7,8554,2.47,2.68,113,1822,2218,0.21,2.575,396,2020,0.0227587683224985,0,0,0,0,""
853,"monthly issuance",11982.7966666667,11301.95,5.6,51,6,300,47868.3,"Male",1949,"Karvina","north Moravia",285387,89.9,10177,6.63,7.75,81,9878,10108,1.12,7.19,230,9993,0.0350156103816922,0,0,0,0,""
854,"monthly issuance",89452.6,34000,5,59,4,1100,89452.6,"Female",1941,"Olomouc","north Moravia",226122,62.6,8994,3.8,4.79,110,9672,9208,0.99,4.295,-464,9440,0.041747375310673,0,0,0,0,""
857,"monthly issuance",15058.26,6233.33333333333,2.6,52,4,500,56591.2,"Male",1948,"Ceska Lipa","north Bohemia",105058,81,9272,2.8,3.22,118,4340,4505,0.42,3.01,165,4422.5,0.0420957947038779,0,0,0,0,""
858,"monthly issuance",20886.025,19486.5111111111,4.42857142857143,41,6,1000,71657.7,"Female",1959,"Pardubice","east Bohemia",162580,72.8,9538,1.51,1.81,111,6079,5410,0.3,1.66,-669,5744.5,0.0353333743387871,0,0,0,0,""
859,"monthly issuance",21966.8933333333,21674.9534883721,5.51111111111111,32,7,400,66147.7,"Female",1968,"Prerov","north Moravia",138032,64.6,8819,5.38,5.66,99,4063,4505,0.28,5.52,442,4284,0.0310362814419845,0,0,0,0,"classic"
862,"monthly issuance",4142.08918918919,3615.24117647059,5.56756756756757,48,7,1100,32455.5,"Male",1952,"Sokolov","west Bohemia",94812,81.8,9650,3.38,3.67,100,2985,2804,0.29,3.525,-181,2894.5,0.0305288360123191,0,0,0,0,""
863,"monthly issuance",7140.06111111111,7759.84285714286,4.83333333333333,32,5,500,39328.7,"Female",1968,"Brno - mesto","south Moravia",387570,100,9897,1.6,1.96,140,18721,18696,0.36,1.78,-25,18708.5,0.0482712800268339,0,0,0,0,""
864,"monthly issuance",3304.31707317073,3029.87777777778,4.51219512195122,47,7,500,27742.6,"Male",1953,"Sumperk","north Moravia",127369,51.2,8369,4.73,5.88,107,3736,2807,1.15,5.305,-929,3271.5,0.0256852138275405,0,0,0,0,""
870,"monthly issuance",5778.33333333333,2265.8,3.83333333333333,43,4,200,28128.1,"Male",1957,"Karvina","north Moravia",285387,89.9,10177,6.63,7.75,81,9878,10108,1.12,7.19,230,9993,0.0350156103816922,0,0,0,0,""
871,"monthly issuance",6732.79428571429,6518.45625,5.17142857142857,26,6,300,37237.3,"Male",1974,"Sumperk","north Moravia",127369,51.2,8369,4.73,5.88,107,3736,2807,1.15,5.305,-929,3271.5,0.0256852138275405,0,0,0,0,""
873,"monthly issuance",8791,7852.28333333333,4.92857142857143,56,5,500,36889.6,"Male",1944,"Prostejov","south Moravia",110643,51.9,8441,3.45,4.48,115,1879,2252,1.03,3.965,373,2065.5,0.0186681489113636,0,0,0,0,""
876,"monthly issuance",44574.5,46087.6410256411,6.17073170731707,40,7,800,144653.2,"Male",1960,"Kladno","central Bohemia",149893,67.4,9753,4.64,5.05,109,5244,5892,0.41,4.845,648,5568,0.0371464978351224,0,0,0,0,"classic"
877,"monthly issuance",4145.69444444444,4118.02857142857,4.22222222222222,73,5,600,20965.1,"Female",1927,"Kolin","central Bohemia",95616,51.4,9307,3.85,4.43,118,2616,3040,0.58,4.14,424,2828,0.029576639892905,0,0,0,0,""
879,"monthly issuance",19616.8857142857,14751.8,4.14285714285714,57,4,600,55984.9,"Female",1943,"Louny","north Bohemia",85852,59.8,8965,7.08,8.23,104,2653,2822,1.15,7.655,169,2737.5,0.0318862693938406,0,0,0,0,""
880,"weekly issuance",42303.32,40922.2631578947,5.95,40,5,700,132779.9,"Male",1960,"Semily","east Bohemia",75685,60.8,8208,1.89,2.26,155,1660,2123,0.37,2.075,463,1891.5,0.0249917420889212,0,0,0,0,""
881,"monthly issuance",3487.77777777778,2373,3.44444444444444,25,4,300,21344.6,"Female",1975,"Kolin","central Bohemia",95616,51.4,9307,3.85,4.43,118,2616,3040,0.58,4.14,424,2828,0.029576639892905,0,0,0,0,""
885,"monthly issuance",4602.81891891892,4350.47878787879,4.48648648648649,77,7,700,30734.6,"Male",1923,"Chomutov","north Bohemia",125236,87.7,9675,6.43,7.68,100,5323,5190,1.25,7.055,-133,5256.5,0.0419727554377336,0,0,0,0,""
886,"monthly issuance",24996.5930232558,24044.6048780488,7.44186046511628,52,7,300,100585.7,"Male",1948,"Chomutov","north Bohemia",125236,87.7,9675,6.43,7.68,100,5323,5190,1.25,7.055,-133,5256.5,0.0419727554377336,0,0,0,0,""
887,"monthly issuance",23938.44,22973.625,3.7,27,4,1100,82020.2,"Female",1973,"Zdar nad Sazavou","south Moravia",125832,48.3,8512,3.51,4.12,102,2247,2103,0.61,3.815,-144,2175,0.0172849513637231,0,0,0,0,""
888,"monthly issuance",1394.96129032258,1442.85714285714,1.84375,27,6,400,24699,"Male",1973,"Plzen - sever","west Bohemia",72541,36.9,8594,1.62,2.01,112,1580,1525,0.39,1.815,-55,1552.5,0.0214016900787141,0,0,0,0,""
889,"monthly issuance",10002.53,8705.67142857143,5.7,19,6,800,81908.9,"Female",1981,"Brno - mesto","south Moravia",387570,100,9897,1.6,1.96,140,18721,18696,0.36,1.78,-25,18708.5,0.0482712800268339,0,0,0,0,""
890,"monthly issuance",4231.42222222222,4280.08387096774,4.63888888888889,81,6,400,28654.1,"Male",1919,"Vsetin","north Moravia",148545,53.5,8909,4.01,5.56,113,3460,3590,1.55,4.785,130,3525,0.0237301827728971,0,0,0,0,""
891,"monthly issuance",4540.15789473684,4173.83529411765,4.63157894736842,69,7,500,35695.1,"Male",1931,"Praha - vychod","central Bohemia",92084,46.7,10124,0.56,0.54,141,3810,4316,-0.02,0.55,506,4063,0.0441227574822988,0,0,0,0,""
892,"monthly issuance",5836.02826086957,5971.38571428572,5.19565217391304,78,7,400,32938.4,"Female",1922,"Havlickuv Brod","east Bohemia",95907,59.1,8388,2.41,2.94,87,1658,1668,0.53,2.675,10,1663,0.0173397145151032,0,0,0,0,""
894,"monthly issuance",5019.88,5267.93333333333,4.15,66,5,500,31748.4,"Male",1934,"Prerov","north Moravia",138032,64.6,8819,5.38,5.66,99,4063,4505,0.28,5.52,442,4284,0.0310362814419845,0,0,0,0,""
895,"monthly issuance",5907.9,5905.05789473685,5.60975609756098,30,7,1100,35545.6,"Male",1970,"Most","north Bohemia",119895,89.9,10446,7.34,9.4,90,4947,4743,2.06,8.37,-204,4845,0.0404103590641812,0,0,0,0,""
896,"monthly issuance",11775.1755555556,11289.3953488372,5.68888888888889,27,7,700,59865.1,"Female",1973,"Praha - vychod","central Bohemia",92084,46.7,10124,0.56,0.54,141,3810,4316,-0.02,0.55,506,4063,0.0441227574822988,0,0,0,0,""
900,"monthly issuance",18330.8825,18385.8378378378,5.65,23,7,1000,69694.2,"Male",1977,"Opava","north Moravia",182027,56.4,8746,3.33,3.74,90,4355,4433,0.41,3.535,78,4394,0.0241392760414664,0,0,0,0,""
901,"monthly issuance",4351.77045454545,4382.98461538462,4.81818181818182,81,7,900,31438,"Male",1919,"Beroun","central Bohemia",75232,41.7,8980,1.95,2.21,111,2824,2813,0.26,2.08,-11,2818.5,0.0374641110165887,0,0,0,0,""
