"gender","birth_year","name","region","no..of.inhabitants","ratio.of.urban.inhabitants","average.salary","unemploymant.rate..95","unemploymant.rate..96","no..of.enterpreneurs.per.1000.inhabitants","no..of.commited.crimes..95","no..of.commited.crimes..96","diffUnemploymant","avgUnemploymant","diffCrimes","avgCrimes","ratioCrimes","frequency","avg_mensal_income","avg_mensal_expenses","avg_transaction_count","account_age","min_balance","max_balance","amount","duration","payments","status","type"
"Female",1941,"Ostrava - mesto","north Moravia",323870,100,10673,4.75,5.44,100,18782,18347,0.69,5.095,-435,18564.5,0.0573208386080835,"monthly issuance",21242.7,20071.1692307692,5.31707317073171,7,200,97136.8,NA,NA,NA,NA,NA
"Female",1953,"Chrudim","east Bohemia",105606,53,8254,2.79,3.76,97,2166,2325,0.97,3.275,159,2245.5,0.0212629964206579,"monthly issuance",4139.67777777778,3870.6,2.66666666666667,4,1100,25368.1,NA,NA,NA,NA,"classic"
"Female",1979,"Pisek","south Bohemia",70699,65.3,8968,2.83,3.35,131,1740,1910,0.52,3.09,170,1825,0.0258136607307034,"monthly issuance",4509.27222222222,3324.7,5.66666666666667,5,400,36438.3,NA,NA,NA,NA,NA
"Male",1982,"Rokycany","west Bohemia",45714,55.6,8843,2.82,3.6,113,818,888,0.78,3.21,70,853,0.0186594916218226,"monthly issuance",7031.28333333333,5599.08888888889,5.66666666666667,4,1000,36736.7,NA,NA,NA,NA,NA
"Female",1953,"Teplice","north Bohemia",128118,85.3,9317,6.49,7.07,97,6949,6872,0.58,6.78,-77,6910.5,0.0539385566430946,"monthly issuance",15384.3,8973.65,3,4,400,58274.6,NA,NA,NA,NA,"classic"
"Male",1953,"Domazlice","west Bohemia",58400,52.4,8620,1.1,1.25,100,1089,1117,0.15,1.175,28,1103,0.0188869863013699,"monthly issuance",7263.71351351351,6781.26666666667,5.18918918918919,7,400,75877.6,NA,NA,NA,NA,NA
"Female",1977,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,"monthly issuance",4265.36923076923,4072.75555555556,4.69230769230769,5,500,26701.4,NA,NA,NA,NA,NA
"Female",1962,"Kolin","central Bohemia",95616,51.4,9307,3.85,4.43,118,2616,3040,0.58,4.14,424,2828,0.029576639892905,"monthly issuance",6584.65714285714,4321.26666666667,3.14285714285714,4,200,36995.9,NA,NA,NA,NA,NA
"Female",1979,"Kromeriz","south Moravia",108871,62.1,8444,3.24,3.47,106,2595,2305,0.23,3.355,-290,2450,0.0225036970359416,"monthly issuance",4417.02727272727,4468.94285714286,3.81818181818182,4,1000,25774.8,NA,NA,NA,NA,NA
"Male",1965,"Usti nad Labem","north Bohemia",118650,85.6,9832,3.32,4.48,114,6445,5471,1.16,3.9,-974,5958,0.0502149178255373,"issuance after transaction",43139.2142857143,46605.8,4.28571428571429,6,200,101793.6,NA,NA,NA,NA,NA
"Female",1942,"Semily","east Bohemia",75685,60.8,8208,1.89,2.26,155,1660,2123,0.37,2.075,463,1891.5,0.0249917420889212,"monthly issuance",11671.2,11082.04,3.42857142857143,4,200,47148.1,NA,NA,NA,NA,NA
"Female",1921,"Zdar nad Sazavou","south Moravia",125832,48.3,8512,3.51,4.12,102,2247,2103,0.61,3.815,-144,2175,0.0172849513637231,"monthly issuance",18131.6,13766.6666666667,2.6,4,500,68559.9,NA,NA,NA,NA,NA
"Male",1936,"Chrudim","east Bohemia",105606,53,8254,2.79,3.76,97,2166,2325,0.97,3.275,159,2245.5,0.0212629964206579,"monthly issuance",24304.56,21400,2.6,4,900,89601,NA,NA,NA,NA,NA
"Female",1968,"Praha - zapad","central Bohemia",75637,36.5,9622,0.45,0.59,154,3475,3529,0.14,0.52,54,3502,0.046300091225194,"monthly issuance",11802.3357142857,12144.1166666667,4.78571428571429,5,200,45221.9,149040,48,3105,1,NA
"Female",1948,"Rokycany","west Bohemia",45714,55.6,8843,2.82,3.6,113,818,888,0.78,3.21,70,853,0.0186594916218226,"monthly issuance",8883.50555555556,7196.02857142857,5.72222222222222,6,200,101748.6,NA,NA,NA,NA,NA
"Male",1951,"Klatovy","west Bohemia",88757,61.7,8554,2.47,2.68,113,1822,2218,0.21,2.575,396,2020,0.0227587683224985,"monthly issuance",10180.2333333333,8358.2,3,4,500,46334.8,NA,NA,NA,NA,NA
"Male",1979,"Kutna Hora","central Bohemia",77963,51.5,8546,2.95,4.02,126,2640,3120,1.07,3.485,480,2880,0.0369406000282185,"monthly issuance",5902.51538461538,5531.32727272727,4.57692307692308,6,600,45664.8,NA,NA,NA,NA,NA
"Female",1974,"Karvina","north Moravia",285387,89.9,10177,6.63,7.75,81,9878,10108,1.12,7.19,230,9993,0.0350156103816922,"monthly issuance",26370.1028571429,24969.9411764706,4.54285714285714,6,500,86825.9,NA,NA,NA,NA,NA
"Female",1966,"Plzen - jih","west Bohemia",67298,43.8,8561,0.65,1.29,110,1029,1127,0.64,0.97,98,1078,0.0160183066361556,"monthly issuance",21194.8416666667,21026.62,4.33333333333333,4,900,69607.3,NA,NA,NA,NA,NA
"Female",1974,"Usti nad Labem","north Bohemia",118650,85.6,9832,3.32,4.48,114,6445,5471,1.16,3.9,-974,5958,0.0502149178255373,"monthly issuance",15649.6133333333,14655.3023255814,5.57777777777778,7,800,76971.6,NA,NA,NA,NA,NA
"Female",1918,"Ostrava - mesto","north Moravia",323870,100,10673,4.75,5.44,100,18782,18347,0.69,5.095,-435,18564.5,0.0573208386080835,"monthly issuance",6555.27317073171,6243.76666666667,4.8780487804878,7,1100,51001.6,NA,NA,NA,NA,NA
"Female",1956,"Strakonice","south Bohemia",70646,58.4,8547,2.65,3.64,120,1563,1542,0.99,3.145,-21,1552.5,0.0219757664977493,"monthly issuance",19247.4659574468,19297.36,5.63829787234043,7,1000,63105.3,NA,NA,NA,NA,NA
"Male",1952,"Mlada Boleslav","central Bohemia",112065,69.4,11277,1.25,1.44,127,5179,4987,0.19,1.345,-192,5083,0.0453576049614063,"monthly issuance",24478.5409090909,24026.26,6,5,600,82193.6,NA,NA,NA,NA,NA
"Male",1968,"Pribram","central Bohemia",107870,58,8754,3.83,4.31,137,3804,3868,0.48,4.07,64,3836,0.0355613238157041,"monthly issuance",6363.54255319149,6145.60909090909,8.21276595744681,7,900,33568.1,NA,NA,NA,NA,NA
"Female",1982,"Zlin","south Moravia",197099,74.7,9624,1.6,2.31,145,4484,4265,0.71,1.955,-219,4374.5,0.0221944302101989,"monthly issuance",13364.2666666667,8360.05,3.5,4,200,46759.9,NA,NA,NA,NA,NA
"Female",1930,"Brno - venkov","south Moravia",157042,33.9,8743,1.88,2.43,111,3659,3894,0.55,2.155,235,3776.5,0.0240477069828454,"monthly issuance",3321.79375,3240.48888888889,4.34375,6,900,22673,NA,NA,NA,NA,NA
"Female",1959,"Olomouc","north Moravia",226122,62.6,8994,3.8,4.79,110,9672,9208,0.99,4.295,-464,9440,0.041747375310673,"monthly issuance",6198.65,5182.48,4,4,600,30100.2,NA,NA,NA,NA,NA
"Male",1953,"Usti nad Orlici","east Bohemia",139012,61.9,8363,2.52,3.49,108,2564,2799,0.97,3.005,235,2681.5,0.0192897016084942,"monthly issuance",11990.86,5633.33333333333,2.6,4,1100,52003.4,NA,NA,NA,NA,NA
"Female",1963,"Rokycany","west Bohemia",45714,55.6,8843,2.82,3.6,113,818,888,0.78,3.21,70,853,0.0186594916218226,"monthly issuance",6701.41481481482,6490.13913043479,4.7037037037037,6,400,39367.9,NA,NA,NA,NA,NA
"Male",1974,"Rokycany","west Bohemia",45714,55.6,8843,2.82,3.6,113,818,888,0.78,3.21,70,853,0.0186594916218226,"monthly issuance",5055.13823529412,5380.15172413793,5.52941176470588,6,1000,29011.2,NA,NA,NA,NA,NA
"Male",1978,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,"monthly issuance",21257.1666666667,19907.5846153846,4.73333333333333,5,700,71847.9,NA,NA,NA,NA,NA
"Female",1931,"Havlickuv Brod","east Bohemia",95907,59.1,8388,2.41,2.94,87,1658,1668,0.53,2.675,10,1663,0.0173397145151032,"monthly issuance",22316.7704545455,21076.311627907,5.59090909090909,7,1100,101008.6,NA,NA,NA,NA,NA
"Male",1935,"Rokycany","west Bohemia",45714,55.6,8843,2.82,3.6,113,818,888,0.78,3.21,70,853,0.0186594916218226,"monthly issuance",12409.7333333333,12781.3538461538,7,5,700,45061.4,NA,NA,NA,NA,NA
"Male",1954,"Karvina","north Moravia",285387,89.9,10177,6.63,7.75,81,9878,10108,1.12,7.19,230,9993,0.0350156103816922,"monthly issuance",10352.4375,9968.17142857143,5.5,5,700,64011.6,NA,NA,NA,NA,NA
"Female",1957,"Svitavy","east Bohemia",102609,52,8187,4.83,5.45,94,2123,2134,0.62,5.14,11,2128.5,0.0207437944039996,"monthly issuance",3352.68823529412,2954.26666666667,4.29411764705882,5,1000,21919.8,NA,NA,NA,NA,NA
"Female",1966,"Rokycany","west Bohemia",45714,55.6,8843,2.82,3.6,113,818,888,0.78,3.21,70,853,0.0186594916218226,"monthly issuance",33501.1,32443.1659574468,7.79166666666667,7,200,100358.5,NA,NA,NA,NA,NA
"Male",1928,"Karvina","north Moravia",285387,89.9,10177,6.63,7.75,81,9878,10108,1.12,7.19,230,9993,0.0350156103816922,"monthly issuance",6846.075,2100,2.5,4,500,27288.2,NA,NA,NA,NA,NA
"Male",1938,"Bruntal","north Moravia",106054,63.1,8110,5.77,6.55,109,3244,3079,0.78,6.16,-165,3161.5,0.0298102853263432,"monthly issuance",24730,5600,3,4,200,62990,NA,NA,NA,NA,NA
"Female",1933,"Cheb","west Bohemia",87419,85.5,8624,1.79,2.66,102,2879,3198,0.87,2.225,319,3038.5,0.0347578901611778,"weekly issuance",36961.1361702128,35756.1304347826,5.57446808510638,7,300,119903.2,NA,NA,NA,NA,NA
"Male",1969,"Plzen - sever","west Bohemia",72541,36.9,8594,1.62,2.01,112,1580,1525,0.39,1.815,-55,1552.5,0.0214016900787141,"monthly issuance",4652.71702127659,4213.07272727273,8.34042553191489,7,1000,38534,NA,NA,NA,NA,NA
"Male",1941,"Semily","east Bohemia",75685,60.8,8208,1.89,2.26,155,1660,2123,0.37,2.075,463,1891.5,0.0249917420889212,"monthly issuance",13117.9428571429,14614.6,5,4,1000,62159.4,NA,NA,NA,NA,NA
"Female",1928,"Liberec","north Bohemia",159617,85.2,9198,3.33,4.28,131,5796,6132,0.95,3.805,336,5964,0.0373644411309572,"weekly issuance",48448.6117647059,45239.2941176471,5.94117647058824,5,400,136344.4,NA,NA,NA,NA,NA
"Male",1953,"Most","north Bohemia",119895,89.9,10446,7.34,9.4,90,4947,4743,2.06,8.37,-204,4845,0.0404103590641812,"monthly issuance",43754.815,43463.547368421,6.75,5,800,125769.3,NA,NA,NA,NA,NA
"Male",1924,"Znojmo","south Moravia",114200,43.7,8403,5.74,5.72,105,2157,2718,-0.0200000000000005,5.73,561,2437.5,0.0213441330998249,"monthly issuance",20716.2307692308,21028.9272727273,5,6,400,68172.8,NA,NA,NA,NA,NA
"Female",1940,"Vsetin","north Moravia",148545,53.5,8909,4.01,5.56,113,3460,3590,1.55,4.785,130,3525,0.0237301827728971,"monthly issuance",24914.05,10233.3333333333,3.5,6,500,68956.1,NA,NA,NA,NA,NA
"Female",1966,"Brno - mesto","south Moravia",387570,100,9897,1.6,1.96,140,18721,18696,0.36,1.78,-25,18708.5,0.0482712800268339,"monthly issuance",2788.2875,2665.6,2.5,4,300,16795.8,NA,NA,NA,NA,NA
"Male",1942,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,"monthly issuance",3573.39,2389.6,3.9,4,800,26936.2,NA,NA,NA,NA,NA
"Female",1931,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,"monthly issuance",22847.345,21374.3947368421,6.425,7,600,101681.2,NA,NA,NA,NA,NA
"Female",1971,"Jicin","east Bohemia",77917,53.5,8390,2.28,2.89,132,2080,2122,0.61,2.585,42,2101,0.0269645905258159,"monthly issuance",22511.2586206897,22393.6814814815,6.3448275862069,6,800,74560.2,NA,NA,NA,NA,NA
"Male",1932,"Prachatice","south Bohemia",51428,52.7,8402,3.13,3.98,120,999,1099,0.85,3.555,100,1049,0.0203974488605429,"monthly issuance",4695.77906976744,4718.9076923077,6.32558139534884,7,600,34047.9,NA,NA,NA,NA,NA
"Male",1970,"Karvina","north Moravia",285387,89.9,10177,6.63,7.75,81,9878,10108,1.12,7.19,230,9993,0.0350156103816922,"monthly issuance",21443.1916666667,21448.4956521739,7.54166666666667,7,1100,71184.8,NA,NA,NA,NA,NA
"Male",1956,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,"weekly issuance",14857.0137931034,16863.6086956522,3.89655172413793,6,700,124827.9,NA,NA,NA,NA,NA
"Female",1933,"Uherske Hradiste","south Moravia",145688,40.7,8544,1.29,1.86,109,2719,2906,0.57,1.575,187,2812.5,0.0193049530503542,"monthly issuance",19644.4902439024,19834.5025641026,4.34146341463415,7,1100,67032,NA,NA,NA,NA,NA
"Male",1928,"Kutna Hora","central Bohemia",77963,51.5,8546,2.95,4.02,126,2640,3120,1.07,3.485,480,2880,0.0369406000282185,"monthly issuance",3457.14285714286,1266.66666666667,1,4,400,24200,NA,NA,NA,NA,NA
"Male",1982,"Prachatice","south Bohemia",51428,52.7,8402,3.13,3.98,120,999,1099,0.85,3.555,100,1049,0.0203974488605429,"monthly issuance",39708.4285714286,39286.5,6.42857142857143,4,600,121825.5,NA,NA,NA,NA,NA
"Female",1968,"Nymburk","central Bohemia",81344,55.3,8899,3.39,3.97,149,2987,2487,0.58,3.68,-500,2737,0.0336472265932337,"monthly issuance",6061.02142857143,5715.74,4.57142857142857,5,1100,30387.6,NA,NA,NA,NA,NA
"Male",1922,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,"monthly issuance",18048.3473684211,18284.3764705882,6.52631578947368,5,900,62446.7,NA,NA,NA,NA,NA
"Female",1931,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,"monthly issuance",53445.1822222222,53300.2954545455,5.55555555555556,7,400,145035.8,NA,NA,NA,NA,NA
"Male",1981,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,"monthly issuance",24376.8083333333,22224.2909090909,4.41666666666667,4,600,82952.6,NA,NA,NA,NA,NA
"Male",1973,"Frydek - Mistek","north Moravia",228848,57.2,9893,4.09,4.72,96,5623,5887,0.63,4.405,264,5755,0.0251476962874921,"monthly issuance",3134.88571428571,2982.85,4.85714285714286,5,400,20523.5,NA,NA,NA,NA,NA
"Male",1922,"Jihlava","south Moravia",109164,63.6,8757,3.38,3.95,96,2212,2471,0.57,3.665,259,2341.5,0.0214493789161262,"weekly issuance",39543.8590909091,39955.0476190476,5.70454545454545,7,400,149188.7,NA,NA,NA,NA,NA
"Male",1931,"Domazlice","west Bohemia",58400,52.4,8620,1.1,1.25,100,1089,1117,0.15,1.175,28,1103,0.0188869863013699,"monthly issuance",14551.8833333333,12600,2.33333333333333,4,1000,54927.6,NA,NA,NA,NA,NA
"Female",1942,"Uherske Hradiste","south Moravia",145688,40.7,8544,1.29,1.86,109,2719,2906,0.57,1.575,187,2812.5,0.0193049530503542,"monthly issuance",13529.3333333333,12862.0451612903,4.72727272727273,6,900,66650.4,182640,48,3805,1,NA
"Female",1942,"Kolin","central Bohemia",95616,51.4,9307,3.85,4.43,118,2616,3040,0.58,4.14,424,2828,0.029576639892905,"monthly issuance",15977.2,13118.7230769231,5.28571428571429,5,500,58093.8,NA,NA,NA,NA,NA
"Male",1959,"Ostrava - mesto","north Moravia",323870,100,10673,4.75,5.44,100,18782,18347,0.69,5.095,-435,18564.5,0.0573208386080835,"monthly issuance",6504.5125,5177.68,4,4,800,27606.2,NA,NA,NA,NA,NA
"Male",1957,"Frydek - Mistek","north Moravia",228848,57.2,9893,4.09,4.72,96,5623,5887,0.63,4.405,264,5755,0.0251476962874921,"monthly issuance",12824.8619047619,12491.4526315789,5.33333333333333,5,700,45221.7,NA,NA,NA,NA,NA
"Female",1946,"Louny","north Bohemia",85852,59.8,8965,7.08,8.23,104,2653,2822,1.15,7.655,169,2737.5,0.0318862693938406,"monthly issuance",7953.23870967742,8058.15,5.48387096774194,6,800,37588.7,71064,36,1974,1,NA
"Male",1956,"Zdar nad Sazavou","south Moravia",125832,48.3,8512,3.51,4.12,102,2247,2103,0.61,3.815,-144,2175,0.0172849513637231,"monthly issuance",6095.71363636364,6237.55,5.02272727272727,7,1100,32055.8,NA,NA,NA,NA,NA
"Male",1979,"Kolin","central Bohemia",95616,51.4,9307,3.85,4.43,118,2616,3040,0.58,4.14,424,2828,0.029576639892905,"issuance after transaction",27260.4765957447,26197.9565217391,5.72340425531915,7,1000,83437,NA,NA,NA,NA,NA
"Female",1931,"Rokycany","west Bohemia",45714,55.6,8843,2.82,3.6,113,818,888,0.78,3.21,70,853,0.0186594916218226,"monthly issuance",14164.2487179487,13352.3351351351,4.61538461538461,7,800,61519.5,NA,NA,NA,NA,NA
"Male",1943,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,"monthly issuance",7184.3675,7393.93513513514,4.475,7,200,77637.1,NA,NA,NA,NA,NA
"Male",1934,"Semily","east Bohemia",75685,60.8,8208,1.89,2.26,155,1660,2123,0.37,2.075,463,1891.5,0.0249917420889212,"monthly issuance",10994.9375,10805.54,6.15625,6,700,44893.4,NA,NA,NA,NA,NA
"Male",1964,"Hodonin","south Moravia",161954,48,8720,3.73,4.5,116,3729,3651,0.77,4.115,-78,3690,0.0227842473788854,"monthly issuance",10842.3531914894,10750.3377777778,5.65957446808511,7,800,46554.6,NA,NA,NA,NA,NA
"Male",1960,"Brno - venkov","south Moravia",157042,33.9,8743,1.88,2.43,111,3659,3894,0.55,2.155,235,3776.5,0.0240477069828454,"monthly issuance",4609.35853658537,4800.98888888889,4.53658536585366,7,1000,26079.7,NA,NA,NA,NA,NA
"Female",1952,"Pelhrimov","south Bohemia",74062,61.4,8114,2.38,2.62,119,1003,1181,0.24,2.5,178,1092,0.0147444033377441,"monthly issuance",22871.7,12613.0333333333,3.42857142857143,4,1000,84438.2,NA,NA,NA,NA,NA
"Male",1936,"Teplice","north Bohemia",128118,85.3,9317,6.49,7.07,97,6949,6872,0.58,6.78,-77,6910.5,0.0539385566430946,"monthly issuance",3156.235,3365.93333333333,4.9,5,1100,17862.4,NA,NA,NA,NA,NA
"Male",1923,"Ceska Lipa","north Bohemia",105058,81,9272,2.8,3.22,118,4340,4505,0.42,3.01,165,4422.5,0.0420957947038779,"monthly issuance",24776.0690476191,23972.3951219512,5.42857142857143,7,1000,87828.7,NA,NA,NA,NA,NA
"Male",1937,"Liberec","north Bohemia",159617,85.2,9198,3.33,4.28,131,5796,6132,0.95,3.805,336,5964,0.0373644411309572,"monthly issuance",8538.675,2750,2.5,4,200,33451.8,NA,NA,NA,NA,NA
"Male",1930,"Plzen - sever","west Bohemia",72541,36.9,8594,1.62,2.01,112,1580,1525,0.39,1.815,-55,1552.5,0.0214016900787141,"weekly issuance",29859.5,23033.3333333333,3,4,900,113315.2,NA,NA,NA,NA,NA
"Male",1923,"Karvina","north Moravia",285387,89.9,10177,6.63,7.75,81,9878,10108,1.12,7.19,230,9993,0.0350156103816922,"monthly issuance",50943.525,48475.2,4.5,4,1000,127787.6,NA,NA,NA,NA,NA
"Male",1950,"Sokolov","west Bohemia",94812,81.8,9650,3.38,3.67,100,2985,2804,0.29,3.525,-181,2894.5,0.0305288360123191,"monthly issuance",16752.9,17060.3428571429,4,4,200,52504.1,NA,NA,NA,NA,NA
"Male",1950,"Zdar nad Sazavou","south Moravia",125832,48.3,8512,3.51,4.12,102,2247,2103,0.61,3.815,-144,2175,0.0172849513637231,"weekly issuance",31642.0777777778,25453.5,4.55555555555556,7,800,104417.9,NA,NA,NA,NA,NA
"Female",1927,"Praha - zapad","central Bohemia",75637,36.5,9622,0.45,0.59,154,3475,3529,0.14,0.52,54,3502,0.046300091225194,"monthly issuance",7412.39142857143,6759.625,5.37142857142857,6,1000,53377.5,NA,NA,NA,NA,NA
"Male",1940,"Olomouc","north Moravia",226122,62.6,8994,3.8,4.79,110,9672,9208,0.99,4.295,-464,9440,0.041747375310673,"monthly issuance",22297.25,14777.6857142857,3.375,4,1000,75161,NA,NA,NA,NA,NA
"Female",1923,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,"monthly issuance",13241.1259259259,12499.528,5.96296296296296,6,200,54787.3,NA,NA,NA,NA,NA
"Male",1978,"Beroun","central Bohemia",75232,41.7,8980,1.95,2.21,111,2824,2813,0.26,2.08,-11,2818.5,0.0374641110165887,"monthly issuance",7627.70869565217,7012.27441860465,5.23913043478261,7,1000,83557.9,NA,NA,NA,NA,NA
"Female",1947,"Teplice","north Bohemia",128118,85.3,9317,6.49,7.07,97,6949,6872,0.58,6.78,-77,6910.5,0.0539385566430946,"monthly issuance",6901.68333333333,6200.73333333333,3.33333333333333,4,800,25991.3,NA,NA,NA,NA,NA
"Female",1966,"Cesky Krumlov","south Bohemia",58796,51.9,9045,3.13,3.6,124,1845,1879,0.47,3.365,34,1862,0.0316688210082319,"monthly issuance",29248.49,28943.2564102564,5.65,7,700,81879.4,NA,NA,NA,NA,NA
"Male",1930,"Svitavy","east Bohemia",102609,52,8187,4.83,5.45,94,2123,2134,0.62,5.14,11,2128.5,0.0207437944039996,"monthly issuance",25963.2324324324,25405.92,5.51351351351351,7,700,84882.5,NA,NA,NA,NA,NA
"Female",1963,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,"monthly issuance",4525.51428571429,5542.4,2.57142857142857,4,300,26598.1,NA,NA,NA,NA,NA
"Female",1971,"Teplice","north Bohemia",128118,85.3,9317,6.49,7.07,97,6949,6872,0.58,6.78,-77,6910.5,0.0539385566430946,"monthly issuance",2604.48571428571,1442.6,2.42857142857143,4,700,15858.2,NA,NA,NA,NA,NA
"Male",1963,"Plzen - jih","west Bohemia",67298,43.8,8561,0.65,1.29,110,1029,1127,0.64,0.97,98,1078,0.0160183066361556,"monthly issuance",17476.6142857143,15585.84,3,4,900,66052,NA,NA,NA,NA,NA
"Female",1968,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,"monthly issuance",5547.06756756757,5451.225,4.72972972972973,7,500,33302.5,NA,NA,NA,NA,NA
"Female",1963,"Breclav","south Moravia",124605,46,8772,4.69,4.98,126,2854,3158,0.29,4.835,304,3006,0.0241242325749368,"monthly issuance",14307.5533333333,13497.6923076923,5.33333333333333,5,500,45743,NA,NA,NA,NA,NA
"Male",1934,"Brno - mesto","south Moravia",387570,100,9897,1.6,1.96,140,18721,18696,0.36,1.78,-25,18708.5,0.0482712800268339,"monthly issuance",8601.43333333333,2900,2.33333333333333,4,1000,25724.3,NA,NA,NA,NA,NA
"Female",1972,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,"monthly issuance",2018.6,1510,1.48717948717949,7,700,49495.7,NA,NA,NA,NA,NA
"Female",1962,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,"monthly issuance",12857.6,13041.2,5.26315789473684,5,900,48615.8,NA,NA,NA,NA,NA
"Male",1928,"Cheb","west Bohemia",87419,85.5,8624,1.79,2.66,102,2879,3198,0.87,2.225,319,3038.5,0.0347578901611778,"monthly issuance",5217.33333333333,2255.8,2.16666666666667,4,1000,29593.3,NA,NA,NA,NA,NA
"Female",1953,"Havlickuv Brod","east Bohemia",95907,59.1,8388,2.41,2.94,87,1658,1668,0.53,2.675,10,1663,0.0173397145151032,"monthly issuance",18668.9857142857,16984.84,3.85714285714286,4,1000,65744.1,NA,NA,NA,NA,NA
"Male",1939,"Breclav","south Moravia",124605,46,8772,4.69,4.98,126,2854,3158,0.29,4.835,304,3006,0.0241242325749368,"monthly issuance",5719.63783783784,6046.64242424243,5.56756756756757,7,600,33810,NA,NA,NA,NA,NA
"Male",1964,"Hradec Kralove","east Bohemia",161854,76.3,9425,1.72,2.5,125,4085,3891,0.78,2.11,-194,3988,0.0246394899106602,"monthly issuance",7892.46363636364,8050.325,4.18181818181818,4,700,37831.9,NA,NA,NA,NA,NA
"Female",1969,"Havlickuv Brod","east Bohemia",95907,59.1,8388,2.41,2.94,87,1658,1668,0.53,2.675,10,1663,0.0173397145151032,"monthly issuance",23131.3888888889,23125.275,4.27777777777778,5,20963,76016.5,NA,NA,NA,NA,NA
"Male",1968,"Plzen - mesto","west Bohemia",170449,100,10787,2.64,3.09,131,6041,6261,0.45,2.865,220,6151,0.0360870406983907,"monthly issuance",16574.5923076923,15930.6181818182,4.53846153846154,5,800,58889.6,NA,NA,NA,NA,NA
"Female",1980,"Usti nad Orlici","east Bohemia",139012,61.9,8363,2.52,3.49,108,2564,2799,0.97,3.005,235,2681.5,0.0192897016084942,"monthly issuance",9876.83928571429,9790.60740740741,6.03571428571429,6,500,42426.3,NA,NA,NA,NA,NA
"Male",1982,"Znojmo","south Moravia",114200,43.7,8403,5.74,5.72,105,2157,2718,-0.0200000000000005,5.73,561,2437.5,0.0213441330998249,"weekly issuance",10557.36,10471.9230769231,3.4,7,800,49563,NA,NA,NA,NA,NA
"Female",1941,"Mlada Boleslav","central Bohemia",112065,69.4,11277,1.25,1.44,127,5179,4987,0.19,1.345,-192,5083,0.0453576049614063,"monthly issuance",6519.6575,6383.65555555556,5.4,7,800,37690.1,NA,NA,NA,NA,NA
"Male",1941,"Blansko","south Moravia",107911,50.9,8240,2.53,3.56,99,1850,1903,1.03,3.045,53,1876.5,0.0173893300960977,"monthly issuance",4649.02272727273,3877.36470588235,4.54545454545455,5,1000,36859.1,NA,NA,NA,NA,NA
"Female",1942,"Frydek - Mistek","north Moravia",228848,57.2,9893,4.09,4.72,96,5623,5887,0.63,4.405,264,5755,0.0251476962874921,"monthly issuance",19139.8222222222,18553.648,4.44444444444444,6,600,78151,NA,NA,NA,NA,NA
"Male",1961,"Svitavy","east Bohemia",102609,52,8187,4.83,5.45,94,2123,2134,0.62,5.14,11,2128.5,0.0207437944039996,"monthly issuance",20885.7727272727,18427.76,3.90909090909091,4,400,72050.8,NA,NA,NA,NA,NA
"Male",1938,"Tabor","south Bohemia",103347,67,9104,1.51,2.07,123,2299,2354,0.56,1.79,55,2326.5,0.0225115387964818,"monthly issuance",20738.9086956522,19048.9727272727,4.60869565217391,5,900,76649.6,NA,NA,NA,NA,NA
"Female",1952,"Ostrava - mesto","north Moravia",323870,100,10673,4.75,5.44,100,18782,18347,0.69,5.095,-435,18564.5,0.0573208386080835,"monthly issuance",10798.175,3900,2.5,4,1100,43054.7,NA,NA,NA,NA,NA
"Male",1938,"Brno - mesto","south Moravia",387570,100,9897,1.6,1.96,140,18721,18696,0.36,1.78,-25,18708.5,0.0482712800268339,"weekly issuance",24882.0763157895,24364.6578947368,5.31578947368421,7,300,141340.3,NA,NA,NA,NA,NA
